region,latitude,longitude,rainfall,sst,wind_speed,pressure,sst_above_threshold,sst_danger_zone,pressure_anomaly,low_pressure_flag,high_wind_flag,rainfall_intensity,heavy_rainfall_flag,risk_score,risk_level,cyclone_probability,distance_from_equator,bay_of_bengel_flag,arabian_sea_flag,sst_norm,wind_norm,pressure_norm,rainfall_norm
Gujarat,20.0,70.0,0.2056389,27.58179473876953,3.424509286880493,1013.345703125,1,0,-0.195749590473838,0,0,1,0,2,Low,0.2,20.0,0,1,0.37568784197501076,0.5238096819097566,0.7325346219758843,0.2372752168083581
Gujarat,20.0,70.5,0.3174167,26.994644165039062,3.161440849304199,1013.1612548828124,1,0,-0.3801978326614517,0,0,2,0,2,Low,0.2,20.0,0,1,0.2259274160396162,0.4808376324756537,0.6858779392011569,0.3706638185177439
Gujarat,20.0,71.0,0.3651389,26.994644165039062,3.0932090282440186,1012.9444580078124,1,0,-0.5969947076614517,0,0,2,0,2,Low,0.2,20.0,0,1,0.2259274160396162,0.46969201115144366,0.6310385820814584,0.427612492838545
Gujarat,20.0,71.5,0.32433334,26.994644165039062,2.310753705040101,1013.5414527154738,1,0,0.0,0,0,2,0,2,Low,0.2,20.0,0,1,0.2259274160396162,0.34187846902347796,0.7820500114298584,0.3789177020091635
Gujarat,20.5,68.0,0.171875,26.994644165039062,3.37501859664917,1014.0076293945312,1,0,0.466176679057412,0,0,1,0,2,Low,0.2,20.5,0,1,0.2259274160396162,0.5157254114942625,0.8999706658844235,0.19698350048136357
Gujarat,20.5,68.5,0.1886875,26.994644165039062,2.310753705040101,1013.5414527154738,1,0,0.0,0,0,1,0,2,Low,0.2,20.5,0,1,0.2259274160396162,0.34187846902347796,0.7820500114298584,0.21704648137952984
Gujarat,20.5,69.0,0.21275002,26.994644165039062,3.524203062057495,1013.7965698242188,1,0,0.255117108744912,0,0,1,0,2,Low,0.2,20.5,0,1,0.2259274160396162,0.5400945919303137,0.8465825755353477,0.24576118050944767
Gujarat,20.5,69.5,0.27518752,26.994644165039062,3.524904727935791,1013.5586547851562,1,0,0.017202069682412002,0,0,1,0,2,Low,0.2,20.5,0,1,0.2259274160396162,0.5402092085718468,0.7864013215791018,0.32027016904947775
Gujarat,20.5,70.0,0.23737502,26.994644165039062,3.1635401248931885,1013.344482421875,1,0,-0.196970293598838,0,0,1,0,2,Low,0.2,20.5,0,1,0.2259274160396162,0.4811805477079673,0.732225841811922,0.27514710792163166
Gujarat,20.5,70.5,0.24531251,26.994644165039062,2.5707876682281494,1013.075927734375,1,0,-0.465524981098838,0,0,1,0,2,Low,0.2,20.5,0,1,0.2259274160396162,0.3843548391407477,0.6642942057402232,0.2846192096465022
Gujarat,20.5,71.0,0.33491668,26.994644165039062,2.283665895462036,1012.9207763671876,1,0,-0.6206763482862243,0,0,2,0,2,Low,0.2,20.5,0,1,0.2259274160396162,0.33745369384719864,0.6250482469006479,0.39154719484240064
