region,latitude,longitude,rainfall,sst,wind_speed,pressure,sst_above_threshold,sst_danger_zone,pressure_anomaly,low_pressure_flag,high_wind_flag,rainfall_intensity,heavy_rainfall_flag,risk_score,risk_level,cyclone_probability,distance_from_equator,bay_of_bengel_flag,arabian_sea_flag,sst_norm,wind_norm,pressure_norm,rainfall_norm
Gujarat,20.5,71.5,0.3088125,26.994644165039062,2.310753705040101,1013.5414527154738,1,0,0.0,0,0,2,0,2,Low,0.2,20.5,0,1,0.2259274160396162,0.34187846902347796,0.7820500114298584,0.36039610697906715
Gujarat,20.5,72.0,0.4325,26.994644165039062,2.6006712913513184,1012.8069458007812,1,0,-0.734506914692588,0,0,2,0,2,Low,0.2,20.5,0,1,0.2259274160396162,0.3892363085482911,0.5962544966111377,0.5079969961889966
Gujarat,21.0,68.0,0.3007778,26.994644165039062,3.3485589027404785,1014.0504760742188,1,0,0.509023358744912,0,0,2,0,2,Low,0.2,21.0,0,1,0.2259274160396162,0.5114032385831706,0.9108088496394992,0.3508080009494763
Gujarat,21.0,68.5,0.21700001,26.994644165039062,2.310753705040101,1013.5414527154738,1,0,0.0,0,0,1,0,2,Low,0.2,21.0,0,1,0.2259274160396162,0.34187846902347796,0.7820500114298584,0.2508328514797018
Gujarat,21.0,69.0,0.31355557,26.994644165039062,3.548758029937744,1013.8549194335938,1,0,0.313466718119912,0,0,2,0,2,Low,0.2,21.0,0,1,0.2259274160396162,0.5441056291468055,0.861342267372744,0.3660561886331142
Gujarat,21.0,69.5,0.31033334,26.994644165039062,3.4040274620056152,1013.6464233398438,1,0,0.104970624369912,0,0,2,0,2,Low,0.2,21.0,0,1,0.2259274160396162,0.5204639898186306,0.8086026153679887,0.36221098185604367
Gujarat,21.0,70.0,0.21808334,26.994644165039062,2.5193071365356445,1013.3718872070312,1,0,-0.169565508442588,0,0,1,0,2,Low,0.2,21.0,0,1,0.2259274160396162,0.37594552948290383,0.7391579564928749,0.25212562941852174
Gujarat,21.0,70.5,0.28100002,26.994644165039062,1.6463046073913574,1013.0823364257812,1,0,-0.459116289692588,0,0,1,0,2,Low,0.2,21.0,0,1,0.2259274160396162,0.23334116316622863,0.6659153016010252,0.327206441255907
Gujarat,21.0,71.0,0.30486113,26.994644165039062,1.3633933067321775,1012.8182983398438,1,0,-0.723154375630088,0,0,2,0,2,Low,0.2,21.0,0,1,0.2259274160396162,0.18712779561290196,0.5991261521359867,0.3556807903496791
Gujarat,21.0,71.5,0.301625,26.994644165039062,2.310753705040101,1013.5414527154738,1,0,0.0,0,0,2,0,2,Low,0.2,21.0,0,1,0.2259274160396162,0.34187846902347796,0.7820500114298584,0.3518189961861708
Gujarat,21.0,72.0,0.27069446,26.994644165039062,1.7293305397033691,1012.7605590820312,1,0,-0.780893633442588,0,0,1,0,2,Low,0.2,21.0,0,1,0.2259274160396162,0.2469033924495859,0.5845208503805716,0.31490843361725085
Gujarat,21.5,68.0,0.30704167,26.994644165039062,3.416644334793091,1014.1405639648438,1,0,0.599111249369912,0,0,2,0,2,Low,0.2,21.5,0,1,0.2259274160396162,0.5225249473630716,0.9335968257399144,0.35828290974701366
Gujarat,21.5,68.5,0.207,26.994644165039062,2.310753705040101,1013.5414527154738,1,0,0.0,0,0,1,0,2,Low,0.2,21.5,0,1,0.2259274160396162,0.34187846902347796,0.7820500114298584,0.2388994680083875
Gujarat,21.5,69.0,0.22400002,26.994644165039062,3.635770797729492,1013.9335327148438,1,0,0.392079999369912,0,0,1,0,2,Low,0.2,21.5,0,1,0.2259274160396162,0.5583191052802193,0.881227709931914,0.25918622348963327
Gujarat,21.5,69.5,0.19312501,26.994644165039062,3.151691436767578,1013.60595703125,1,0,0.064504315776162,0,0,1,0,2,Low,0.2,21.5,0,1,0.2259274160396162,0.4792450726028805,0.7983665529326396,0.22234192693286348
Gujarat,21.5,70.0,0.21475,26.994644165039062,2.058035135269165,1013.2265625,1,0,-0.314890215473838,0,0,1,0,2,Low,0.2,21.5,0,1,0.2259274160396162,0.3005970634198014,0.702397677973167,0.24814783095029314
Gujarat,21.5,70.5,0.25056252,26.994644165039062,1.4835319519042969,1012.9578857421876,1,0,-0.5835669732862243,0,0,1,0,2,Low,0.2,21.5,0,1,0.2259274160396162,0.20675236117024,0.6344351638851008,0.2908842416372937
Gujarat,21.5,71.0,0.2705417,26.994644165039062,1.295322299003601,1012.7697143554688,1,0,-0.771738360005088,0,0,1,0,2,Low,0.2,21.5,0,1,0.2259274160396162,0.17600844303647115,0.5868367016102886,0.3147261394336372
Gujarat,21.5,71.5,0.2864375,26.994644165039062,2.310753705040101,1013.5414527154738,1,0,0.0,0,0,1,0,2,Low,0.2,21.5,0,1,0.2259274160396162,0.34187846902347796,0.7820500114298584,0.33369518816292026
Gujarat,21.5,72.0,0.32895836,26.994644165039062,1.3790875673294067,1012.7290649414062,1,0,-0.812387774067588,0,0,2,0,2,Low,0.2,21.5,0,1,0.2259274160396162,0.18969144235224233,0.5765543221503451,0.3844369102122051
Gujarat,22.0,68.0,0.11511111,26.77370262145996,3.447049856185913,1014.2135009765624,1,0,0.6720482610885483,0,0,1,0,2,Low,0.2,22.0,0,1,0.16957338837852945,0.5274916684961727,0.9520464405366311,0.12924504155047223
Gujarat,22.0,68.5,0.09875,26.994644165039062,2.310753705040101,1013.5414527154738,1,0,0.0,0,0,0,0,2,Low,0.2,22.0,0,1,0.2259274160396162,0.34187846902347796,0.7820500114298584,0.10972072111015715
Gujarat,22.0,69.0,0.12869446,26.994644165039062,3.4504191875457764,1014.0184936523438,1,0,0.477040936869912,0,0,1,0,2,Low,0.2,22.0,0,1,0.2259274160396162,0.5280420464703982,0.9027188093436878,0.1454545577784637
Gujarat,22.0,69.5,0.166875,26.994644165039062,2.3899590969085693,1013.7134399414062,1,0,0.171987225932412,0,0,1,0,2,Low,0.2,22.0,0,1,0.2259274160396162,0.3548166156372549,0.8255546463695173,0.19101681471239218
Gujarat,22.0,70.0,0.22311112,26.90716552734375,2.0183351039886475,1013.399169921875,1,0,-0.142282793598838,0,0,1,0,2,Low,0.2,22.0,0,1,0.20361484644054093,0.29411209045063985,0.7460591931574315,0.2581254660936255
Gujarat,22.0,70.5,0.27675,26.994644165039062,1.8517578840255735,1013.1506958007812,1,0,-0.390756914692588,0,0,1,0,2,Low,0.2,22.0,0,1,0.2259274160396162,0.2669018154484451,0.6832069907829121,0.3221347344855382
Gujarat,22.0,71.0,0.28175002,26.994644165039062,1.7033536434173584,1012.9500122070312,1,0,-0.591440508442588,0,0,1,0,2,Low,0.2,22.0,0,1,0.2259274160396162,0.24266008420009938,0.6324435318275154,0.32810144412125264
Gujarat,22.0,71.5,0.28829166,26.994644165039062,2.310753705040101,1013.5414527154738,1,0,0.0,0,0,1,0,2,Low,0.2,22.0,0,1,0.2259274160396162,0.34187846902347796,0.7820500114298584,0.3359078261799995
Gujarat,22.0,72.0,0.32547224,26.994644165039062,1.4730480909347534,1012.819091796875,1,0,-0.722360918598838,0,0,2,0,2,Low,0.2,22.0,0,1,0.2259274160396162,0.20503982964804693,0.5993268592425622,0.38027679369361983
Gujarat,22.5,68.0,0.083875,26.994644165039062,3.2139759063720703,1014.3435668945312,1,0,0.802114179057412,0,0,0,0,2,Low,0.2,22.5,0,1,0.2259274160396162,0.4894191981326484,0.9849469670068395,0.09196983094746732
Gujarat,22.5,68.5,0.0735625,26.994644165039062,2.310753705040101,1013.5414527154738,1,0,0.0,0,0,0,0,2,Low,0.2,22.5,0,1,0.2259274160396162,0.34187846902347796,0.7820500114298584,0.07966354154896384
Gujarat,22.5,69.0,0.116458334,26.994644165039062,2.79919981956482,1014.158203125,1,0,0.616750409526162,0,0,1,0,2,Low,0.2,22.5,0,1,0.2259274160396162,0.4216658079100156,0.9380586991091693,0.13085273400415554
Gujarat,22.5,69.5,0.1658125,26.994644165039062,2.416821002960205,1013.845458984375,1,0,0.304006268901162,0,0,1,0,2,Low,0.2,22.5,0,1,0.2259274160396162,0.35920448962692864,0.8589492211020364,0.18974889398648578
Gujarat,22.5,70.0,0.28520834,26.994644165039062,2.169116735458374,1013.5853881835938,1,0,0.043935468119912,0,0,1,0,2,Low,0.2,22.5,0,1,0.2259274160396162,0.31874216687093504,0.7931636071698754,0.3322283858669625
Gujarat,22.5,70.5,0.32337502,26.994644165039062,1.9252636432647705,1013.3448486328124,1,0,-0.19660408266145168,0,0,2,0,2,Low,0.2,22.5,0,1,0.2259274160396162,0.27890893096872477,0.7323184758610819,0.3777741031479394
Gujarat,22.5,71.0,0.29175,26.994644165039062,1.8168784379959104,1013.1434936523438,1,0,-0.397959063130088,0,0,1,0,2,Low,0.2,22.5,0,1,0.2259274160396162,0.2612042817844679,0.6813851878155347,0.3400347917924524
Gujarat,22.5,71.5,0.24556251,26.994644165039062,2.310753705040101,1013.5414527154738,1,0,0.0,0,0,1,0,2,Low,0.2,22.5,0,1,0.2259274160396162,0.34187846902347796,0.7820500114298584,0.2849175439349508
Gujarat,22.5,72.0,0.3369167,26.994644165039062,1.5520402193069458,1012.957275390625,1,0,-0.584177324848838,0,0,2,0,2,Low,0.2,22.5,0,1,0.2259274160396162,0.21794313981550256,0.6342807738030909,0.39393389301673226
Gujarat,23.0,68.0,0.1466389,26.994644165039062,2.809103012084961,1014.3870239257812,1,0,0.845571210307412,0,0,1,0,2,Low,0.2,23.0,0,1,0.2259274160396162,0.42328348763796675,0.9959395408438962,0.16686832473449584
Gujarat,23.0,68.5,0.13833334,26.994644165039062,2.310753705040101,1013.5414527154738,1,0,0.0,0,0,1,0,2,Low,0.2,23.0,0,1,0.2259274160396162,0.34187846902347796,0.7820500114298584,0.15695699140342825
Gujarat,23.0,69.0,0.18597223,26.994644165039062,2.169002056121826,1014.06201171875,1,0,0.520559003276162,0,0,1,0,2,Low,0.2,23.0,0,1,0.2259274160396162,0.3187234340797093,0.9137268221889426,0.21380624880594684
Gujarat,23.0,69.5,0.26400003,26.994644165039062,1.6626735925674438,1013.8988037109376,1,0,0.3573509954637757,0,0,1,0,2,Low,0.2,23.0,0,1,0.2259274160396162,0.23601502570425692,0.8724429142672162,0.3069197215747758
Gujarat,23.0,70.0,0.37733334,26.994644165039062,1.780963659286499,1013.6668701171876,1,0,0.1254174017137757,0,0,2,0,2,Low,0.2,23.0,0,1,0.2259274160396162,0.2553376272350482,0.8137746831143855,0.44216457116026014
Gujarat,23.0,70.5,0.416375,26.994644165039062,1.866973876953125,1013.4595336914062,1,0,-0.081919024067588,0,0,2,0,2,Low,0.2,23.0,0,1,0.2259274160396162,0.26938733749090626,0.7613283722653656,0.4887544345840639
Gujarat,23.0,71.0,0.38286114,26.994644165039062,1.7888407707214355,1013.2957153320312,1,0,-0.245737383442588,0,0,2,0,2,Low,0.2,23.0,0,1,0.2259274160396162,0.25662434800284034,0.7198900742616294,0.4487611002790041
Gujarat,23.0,71.5,0.29641667,26.994644165039062,2.310753705040101,1013.5414527154738,1,0,0.0,0,0,1,0,2,Low,0.2,23.0,0,1,0.2259274160396162,0.34187846902347796,0.7820500114298584,0.34560370248794947
Gujarat,23.0,72.0,0.2671389,26.994644165039062,1.507699728012085,1013.1084594726562,1,0,-0.432993242817588,0,0,1,0,2,Low,0.2,23.0,0,1,0.2259274160396162,0.21070015087539992,0.6725231971098177,0.31066545176670607
Gujarat,23.5,68.0,0.27070835,26.994644165039062,2.0549421310424805,1014.403076171875,1,0,0.861623456401162,0,0,1,0,2,Low,0.2,23.5,0,1,0.2259274160396162,0.30009182329387246,1.0,0.314925009070317
Gujarat,23.5,68.5,0.25306252,26.994644165039062,2.310753705040101,1013.5414527154738,1,0,0.0,0,0,1,0,2,Low,0.2,23.5,0,1,0.2259274160396162,0.34187846902347796,0.7820500114298584,0.2938675845217794
Gujarat,23.5,69.0,0.26120836,26.994644165039062,1.581557035446167,1014.1220092773438,1,0,0.580556561869912,0,0,1,0,2,Low,0.2,23.5,0,1,0.2259274160396162,0.22276469155298184,0.928903367247688,0.3035883180426429
Gujarat,23.5,69.5,0.31543753,26.994644165039062,1.3980982303619385,1013.86572265625,1,0,0.324269940776162,0,0,2,0,2,Low,0.2,23.5,0,1,0.2259274160396162,0.1927968211621655,0.86407497182381,0.3683020014230689
Gujarat,23.5,70.0,0.4206667,26.994644165039062,1.59614896774292,1013.7100830078124,1,0,0.16863029233854832,0,0,2,0,2,Low,0.2,23.5,0,1,0.2259274160396162,0.2251482737180346,0.8247055009185922,0.49387587964700286
Gujarat,23.5,70.5,0.46256253,26.994644165039062,1.8222203254699707,1013.5753173828124,1,0,0.033864667338548315,0,0,2,0,2,Low,0.2,23.5,0,1,0.2259274160396162,0.2620768754514302,0.790616170817158,0.5438717301750516
Gujarat,23.5,71.0,0.44620836,26.994644165039062,1.7595584392547607,1013.4148559570312,1,0,-0.126596758442588,0,0,2,0,2,Low,0.2,23.5,0,1,0.2259274160396162,0.2518410991763185,0.7500270182643467,0.5243556914945839
Gujarat,23.5,71.5,0.34462503,26.994644165039062,2.310753705040101,1013.5414527154738,1,0,0.0,0,0,2,0,2,Low,0.2,23.5,0,1,0.2259274160396162,0.34187846902347796,0.7820500114298584,0.4031325295994393
Gujarat,23.5,72.0,0.25262502,26.994644165039062,1.3804748058319092,1013.2337646484376,1,0,-0.3076880670362243,0,0,1,0,2,Low,0.2,23.5,0,1,0.2259274160396162,0.189918046813255,0.7042194809405732,0.29334549951699435
Gujarat,24.0,68.0,0.26030555,26.10887336730957,1.5709044933319092,1014.1966552734376,0,0,0.6552025579637757,0,0,1,0,0,Low,0.0,24.0,0,1,0.0,0.22102460608111676,0.9477852742740094,0.3025109613268259
Gujarat,24.0,68.5,0.27475002,26.994644165039062,2.310753705040101,1013.5414527154738,1,0,0.0,0,0,1,0,2,Low,0.2,24.0,0,1,0.2259274160396162,0.34187846902347796,0.7820500114298584,0.31974808404469274
Gujarat,24.0,69.0,0.27105558,26.994644165039062,1.309269666671753,1013.99365234375,1,0,0.452199628276162,0,0,1,0,2,Low,0.2,24.0,0,1,0.2259274160396162,0.1782867360100918,0.8964351330070556,0.31533937153022906
Gujarat,24.0,69.5,0.27433333,26.994644165039062,1.2482028007507324,1013.9505615234376,1,0,0.4091088079637757,0,0,1,0,2,Low,0.2,24.0,0,1,0.2259274160396162,0.168311505209617,0.8855351932192164,0.3192508323860782
Gujarat,24.0,70.0,0.40783337,26.994644165039062,1.5024173259735107,1013.8406372070312,1,0,0.299184491557412,0,0,2,0,2,Low,0.2,24.0,0,1,0.2259274160396162,0.2098372741136577,0.8577295394543855,0.4785613901511001
Gujarat,24.0,70.5,0.4630417,26.994644165039062,1.7418766021728516,1013.7092895507812,1,0,0.167836835307412,0,0,2,0,2,Low,0.2,24.0,0,1,0.2259274160396162,0.24895278317699152,0.8245047938120456,0.5444435415390353
Gujarat,24.0,71.0,0.44391668,26.994644165039062,1.7238969802856443,1013.5610961914062,1,0,0.019643475932412002,0,0,2,0,2,Low,0.2,24.0,0,1,0.2259274160396162,0.2460158242332966,0.7870188819070263,0.5216209446059766
Gujarat,24.0,71.5,0.32433334,26.994644165039062,2.310753705040101,1013.5414527154738,1,0,0.0,0,0,2,0,2,Low,0.2,24.0,0,1,0.2259274160396162,0.34187846902347796,0.7820500114298584,0.3789177020091635
Gujarat,24.0,72.0,0.23402779,26.994644165039062,1.335890293121338,1013.3509521484376,1,0,-0.1905005670362243,0,0,1,0,2,Low,0.2,24.0,0,1,0.2259274160396162,0.18263519714171877,0.7338623766809508,0.2711527340003369
Kerala,8.0,75.0,0.15477778,29.99029604593913,0.9263420701026917,1011.029296875,1,1,0.1605750189887658,0,0,1,0,3,Moderate,0.3,8.0,0,1,0.9900075714712674,0.11573577489498015,0.14659338284108628,0.17658075262876902
Kerala,8.0,75.5,0.141625,29.99029604593913,1.0142431259155271,1011.0050659179688,1,1,0.1363440619575158,0,0,1,0,3,Moderate,0.3,8.0,0,1,0.9900075714712674,0.1300943522693698,0.1404640965864353,0.16088505157908672
Kerala,8.0,76.0,0.15830557,29.91383171081543,1.5034507513046265,1011.010009765625,1,1,0.1412879096137658,0,0,1,0,3,Moderate,0.3,8.0,0,1,0.9705043436633888,0.21000608343500504,0.14171465625048246,0.1807905955065529
Kerala,8.0,76.5,0.194875,29.99029604593913,1.191107105049822,1010.8687218560112,1,1,0.0,0,0,1,0,3,Moderate,0.3,8.0,0,1,0.9900075714712674,0.1589849623497482,0.10597549657853146,0.2244302550186319
Kerala,8.0,77.0,0.16011113,29.99029604593913,2.912754535675049,1010.9681396484376,1,1,0.09941779242637949,0,0,1,0,3,Moderate,0.3,8.0,0,0,0.9900075714712674,0.44021489315612805,0.13112349662660547,0.1829452373379577
Kerala,8.5,75.0,0.11720834,29.99029604593913,0.8450407385826111,1011.0211181640624,1,1,0.15239630805115212,0,0,1,0,3,Moderate,0.3,8.5,0,1,0.9900075714712674,0.10245525797197955,0.14452455574251033,0.13174774402952416
Kerala,8.5,75.5,0.17031251,29.99029604593913,0.5506748557090759,1010.9500122070312,1,1,0.0812903510200158,0,0,1,0,3,Moderate,0.3,8.5,0,1,0.9900075714712674,0.05437079224474321,0.12653811119173705,0.19511892311193155
Kerala,8.5,76.0,0.24091667,29.99029604593913,0.5559521913528442,1010.9827880859376,1,1,0.11406622992637949,0,0,1,0,3,Moderate,0.3,8.5,0,1,0.9900075714712674,0.05523284141435748,0.13482885859415267,0.2793734904523672
Kerala,8.5,76.5,0.21793751,29.99029604593913,1.191107105049822,1010.8687218560112,1,1,0.0,0,0,1,0,3,Moderate,0.3,8.5,0,1,0.9900075714712674,0.1589849623497482,0.10597549657853146,0.2519516050613839
Kerala,8.5,77.0,0.22875,29.99029604593913,1.5560015439987185,1010.4497680664062,1,1,-0.4189537896049842,0,0,1,0,3,Moderate,0.3,8.5,0,0,0.9900075714712674,0.21859021949578544,0.0,0.264854551103413
Kerala,9.0,75.0,0.16361111,29.99029604593913,0.9735687971115112,1011.0069580078124,1,1,0.13823615180115212,0,0,1,0,3,Moderate,0.3,9.0,0,1,0.9900075714712674,0.12345022846581308,0.14094270584054805,0.1871218935094946
Kerala,9.0,75.5,0.20045835,29.99029604593913,0.8872286677360535,1010.9841918945312,1,1,0.1154700385200158,0,0,1,0,3,Moderate,0.3,9.0,0,1,0.9900075714712674,0.10934662735785805,0.13518395578268053,0.2310930740162692
Kerala,9.0,76.0,0.23025002,29.99029604593913,0.7947216629981995,1010.919921875,1,1,0.051200018988765805,0,0,1,0,3,Moderate,0.3,9.0,0,1,0.9900075714712674,0.0942356713753754,0.11892668015006716,0.26664458070084746
Kerala,9.0,76.5,0.27308336,29.99029604593913,1.191107105049822,1010.8687218560112,1,1,0.0,0,0,1,0,3,Moderate,0.3,9.0,0,1,0.9900075714712674,0.1589849623497482,0.10597549657853146,0.31775919674395
Kerala,9.0,77.0,0.2610556,29.99029604593913,0.6999223232269287,1010.769287109375,1,1,-0.0994347466362342,0,0,1,0,3,Moderate,0.3,9.0,0,0,0.9900075714712674,0.078750264032315,0.0808232079171234,0.3034060238590293
Kerala,9.5,75.0,0.18504167,29.99029604593913,1.1721118688583374,1010.9597778320312,1,1,0.0910559760200158,0,0,1,0,3,Moderate,0.3,9.5,0,1,0.9900075714712674,0.15588210350376364,0.12900835250343518,0.21269577698411204
Kerala,9.5,75.5,0.20325,29.99029604593913,1.4102977514266968,1010.9389038085938,1,1,0.0701819525825158,0,0,1,0,3,Moderate,0.3,9.5,0,1,0.9900075714712674,0.19478960458801886,0.12372821169968042,0.23442445368165896
Kerala,9.5,76.0,0.24466668,29.99029604593913,1.4216203689575195,1010.7246704101562,1,1,-0.1440514458549842,0,0,1,0,3,Moderate,0.3,9.5,0,1,0.9900075714712674,0.19663914642108976,0.06953729292430254,0.28384851671246725
Kerala,9.5,76.5,0.372,29.99029604593913,1.191107105049822,1010.8687218560112,1,1,0.0,0,0,2,0,3,Moderate,0.3,9.5,0,1,0.9900075714712674,0.1589849623497482,0.10597549657853146,0.43580009838444295
Kerala,9.5,77.0,0.26445833,29.99029604593913,0.2178250253200531,1010.5284423828124,1,1,-0.3402794731988479,0,0,1,0,3,Moderate,0.3,9.5,0,0,0.9900075714712674,0.0,0.019900881567339355,0.30746662799235974
Kerala,10.0,75.0,0.23261112,29.99029604593913,1.4070078134536743,1010.9591674804688,1,1,0.0904456244575158,0,0,1,0,3,Moderate,0.3,10.0,0,1,0.9900075714712674,0.19425219546925732,0.12885396242145405,0.26946216905467113
Kerala,10.0,75.5,0.19729167,29.99029604593913,1.2605990171432495,1010.979248046875,1,1,0.1105261908637658,0,0,1,0,3,Moderate,0.3,10.0,0,1,0.9900075714712674,0.17033641868279104,0.13393339611863334,0.22731415711809191
Kerala,10.0,76.0,0.2512778,30.02758407592773,0.7657591104507446,1010.60400390625,1,1,-0.2647179497612342,0,0,1,0,3,Moderate,0.3,10.0,0,1,0.9995183707504115,0.08950465821669465,0.039014373716632446,0.29173781183665964
Kerala,10.0,76.5,0.3457917,29.99029604593913,1.191107105049822,1010.8687218560112,1,1,0.0,0,0,2,0,3,Moderate,0.3,10.0,0,1,0.9900075714712674,0.1589849623497482,0.10597549657853146,0.4045247602566564
Kerala,10.0,77.0,0.2595278,29.99029604593913,0.5625091791152954,1010.8984985351562,1,1,0.029776679145015805,0,0,1,0,3,Moderate,0.3,10.0,0,0,0.9900075714712674,0.05630392088273781,0.11350758827252937,0.3015828433554624
Kerala,10.5,75.0,0.29108337,29.99029604593913,1.4773496389389038,1010.981689453125,1,1,0.1129675971137658,0,0,1,0,3,Moderate,0.3,10.5,0,1,0.9900075714712674,0.2057424845738166,0.13455095644655787,0.3392392774456185
Kerala,10.5,75.5,0.2954375,29.99029604593913,0.8505460619926453,1010.9318237304688,1,1,0.0631018744575158,0,0,1,0,3,Moderate,0.3,10.5,0,1,0.9900075714712674,0.1033545487873519,0.12193728674869926,0.34443522254706876
Kerala,10.5,76.0,0.261125,29.99029604593913,0.731611430644989,1010.548095703125,1,1,-0.3206261528862342,0,0,1,0,3,Moderate,0.3,10.5,0,1,0.9900075714712674,0.08392665806512846,0.02487224220716061,0.30348884145750266
Kerala,10.5,76.5,0.2766875,29.99029604593913,1.191107105049822,1010.8687218560112,1,1,0.0,0,0,1,0,3,Moderate,0.3,10.5,0,1,0.9900075714712674,0.1589849623497482,0.10597549657853146,0.32206015091342605
Kerala,10.5,77.0,0.21825002,29.99029604593913,1.7929085493087769,1011.0154418945312,1,1,0.1467200385200158,0,0,1,0,3,Moderate,0.3,10.5,0,0,0.9900075714712674,0.25728881685418825,0.14308872798011454,0.25232453485531614
Kerala,11.0,75.0,0.32975,29.99029604593913,1.399396300315857,1011.0042114257812,1,1,0.1354895697700158,0,0,2,0,3,Moderate,0.3,11.0,0,1,0.9900075714712674,0.19300886000172615,0.1402479504716617,0.3853816036366348
Kerala,11.0,75.5,0.26087502,29.99029604593913,0.6818704605102539,1010.7730712890624,1,1,-0.09565056694884788,0,0,1,0,3,Moderate,0.3,11.0,0,1,0.9900075714712674,0.07580150459851323,0.08178042642537768,0.3031905310357972
Kerala,11.0,76.0,0.2792778,29.99029604593913,0.8279412388801575,1010.6470336914062,1,1,-0.2216881646049842,0,0,1,0,3,Moderate,0.3,11.0,0,1,0.9900075714712674,0.0996620663854778,0.049898874496302356,0.3251512521428994
Kerala,11.0,76.5,0.23466669,29.99029604593913,1.191107105049822,1010.8687218560112,1,1,0.0,0,0,1,0,3,Moderate,0.3,11.0,0,1,0.9900075714712674,0.1589849623497482,0.10597549657853146,0.27191515710789604
Kerala,11.0,77.0,0.19830556,29.99029604593913,2.264551877975464,1011.2183837890624,1,1,0.3496619330511521,0,0,1,0,3,Moderate,0.3,11.0,0,0,0.9900075714712674,0.33433143215786515,0.1944234302388127,0.2285240697249524
Kerala,11.5,75.0,0.33137503,29.99029604593913,1.845398426055908,1010.968505859375,1,1,0.0997840033637658,0,0,2,0,3,Moderate,0.3,11.5,0,1,0.9900075714712674,0.26586300233667715,0.1312161306757654,0.38732081231166515
Kerala,11.5,75.5,0.3034375,29.99029604593913,0.9762789607048036,1010.59814453125,1,1,-0.2705773247612342,0,0,2,0,3,Moderate,0.3,11.5,0,1,0.9900075714712674,0.12389293183600239,0.03753222892961356,0.353981919777423
Kerala,11.5,76.0,0.2697917,29.99029604593913,0.5903105735778809,1010.6906127929688,1,1,-0.1781090630424842,0,0,1,0,3,Moderate,0.3,11.5,0,1,0.9900075714712674,0.060845259662068725,0.06092232634975529,0.31383113656829154
Kerala,11.5,76.5,0.1874375,29.99029604593913,1.191107105049822,1010.8687218560112,1,1,0.0,0,0,1,0,3,Moderate,0.3,11.5,0,1,0.9900075714712674,0.1589849623497482,0.10597549657853146,0.21555480993728698
Kerala,11.5,77.0,0.18166667,29.99029604593913,2.020095109939575,1011.1968994140624,1,1,0.3281775580511521,0,0,1,0,3,Moderate,0.3,11.5,0,0,0.9900075714712674,0.29439958621951423,0.1889888993530768,0.20866826409005637
Kerala,12.0,75.0,0.30650002,29.99029604593913,1.9753472805023196,1010.8917846679688,1,1,0.023062811957515805,0,0,2,0,3,Moderate,0.3,12.0,0,1,0.9900075714712674,0.28709005887232386,0.1118092973707369,0.357636538677661
Kerala,12.0,75.5,0.36925003,29.99029604593913,0.6285272836685181,1010.5889282226562,1,1,-0.2797936333549842,0,0,2,0,3,Moderate,0.3,12.0,0,1,0.9900075714712674,0.06708793312892035,0.03520093869169844,0.43251845701162334
Kerala,12.0,76.0,0.24869445,30.02947235107422,1.1453814506530762,1010.6885986328124,1,1,-0.18012322319884788,0,0,1,0,3,Moderate,0.3,12.0,0,1,1.0,0.15151570796390493,0.06041283907918879,0.28865500430040525
Kerala,12.0,76.5,0.16187501,29.99029604593913,1.191107105049822,1010.8687218560112,1,1,0.0,0,0,1,0,3,Moderate,0.3,12.0,0,1,0.9900075714712674,0.1589849623497482,0.10597549657853146,0.18505014087679236
Kerala,12.0,77.0,0.18580556,29.99029604593913,2.2347097396850586,1010.8414916992188,1,1,-0.027230156792484195,0,0,1,0,3,Moderate,0.3,12.0,0,0,0.9900075714712674,0.329456739269393,0.0990875546154915,0.21360735530252395
Maharashtra,15.0,72.0,0.37508333,28.62272357940674,4.202617168426514,1011.92822265625,1,1,0.0017825039950594146,0,0,2,0,3,Moderate,0.3,15.0,0,1,0.6411903442578847,0.6509130724149879,0.37397909558289977,0.4394795506308515
Maharashtra,15.0,72.5,0.37012503,28.62272357940674,3.798740148544312,1011.7128295898438,1,1,-0.21361056241119059,0,0,2,0,3,Moderate,0.3,15.0,0,1,0.6411903442578847,0.5849400373235287,0.31949483565175774,0.43356262702119336
Maharashtra,15.0,73.0,0.39325002,28.62272357940674,3.322349071502685,1011.5697631835938,1,1,-0.3566769686611906,0,0,2,0,3,Moderate,0.3,15.0,0,1,0.6411903442578847,0.507121880568554,0.28330580043538,0.4611585367693144
Maharashtra,15.0,73.5,0.41750002,28.62272357940674,2.7820486941120843,1011.9264401522549,1,1,0.0,0,0,2,0,3,Moderate,0.3,15.0,0,1,0.6411903442578847,0.41886418329249875,0.373528206366197,0.49009696274882564
Maharashtra,15.0,74.0,0.32650003,28.62272357940674,2.150822877883911,1011.3894653320312,1,1,-0.5369748202236906,0,0,2,0,3,Moderate,0.3,15.0,0,1,0.6411903442578847,0.31575387774255087,0.2376989702181532,0.38150329368691804
Maharashtra,15.5,72.0,0.42787504,28.62272357940674,4.183807849884033,1012.0311889648438,1,1,0.10474881258880941,0,0,2,0,3,Moderate,0.3,15.5,0,1,0.6411903442578847,0.6478405830898675,0.400024702413117,0.5024778595861843
