region,latitude,longitude,rainfall,sst,wind_speed,pressure,data_period
Kerala,9.0,75.0,0.16361111,,0.9735687971115112,1011.0069580078125,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,9.0,75.5,0.20045835,,0.8872286677360535,1010.9841918945312,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,9.0,76.0,0.23025002,,0.7947216629981995,1010.919921875,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,9.0,76.5,0.27308336,,,,{'rainfall': '2025-09'}
Kerala,9.0,77.0,0.2610556,,0.6999223232269287,1010.769287109375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,9.5,75.0,0.18504167,,1.1721118688583374,1010.9597778320312,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,9.5,75.5,0.20325,,1.4102977514266968,1010.9389038085938,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,9.5,76.0,0.24466668,,1.4216203689575195,1010.7246704101562,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,9.5,76.5,0.372,,,,{'rainfall': '2025-09'}
Kerala,9.5,77.0,0.26445833,,0.2178250253200531,1010.5284423828125,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,10.0,75.0,0.23261112,,1.4070078134536743,1010.9591674804688,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,10.0,75.5,0.19729167,,1.2605990171432495,1010.979248046875,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,10.0,76.0,0.2512778,30.027584075927734,0.7657591104507446,1010.60400390625,"{'rainfall': '2025-09', 'sst': '2026-03', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,10.0,76.5,0.3457917,,,,{'rainfall': '2025-09'}
Kerala,10.0,77.0,0.2595278,,0.5625091791152954,1010.8984985351562,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,10.5,75.0,0.29108337,,1.4773496389389038,1010.981689453125,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,10.5,75.5,0.2954375,,0.8505460619926453,1010.9318237304688,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,10.5,76.0,0.261125,,0.731611430644989,1010.548095703125,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,10.5,76.5,0.2766875,,,,{'rainfall': '2025-09'}
Kerala,10.5,77.0,0.21825002,,1.7929085493087769,1011.0154418945312,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,11.0,75.0,0.32975,,1.399396300315857,1011.0042114257812,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,11.0,75.5,0.26087502,,0.6818704605102539,1010.7730712890625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,11.0,76.0,0.2792778,,0.8279412388801575,1010.6470336914062,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,11.0,76.5,0.23466669,,,,{'rainfall': '2025-09'}
Kerala,11.0,77.0,0.19830556,,2.264551877975464,1011.2183837890625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,11.5,75.0,0.33137503,,1.8453984260559082,1010.968505859375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,11.5,75.5,0.3034375,,0.9762789607048035,1010.59814453125,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,11.5,76.0,0.2697917,,0.5903105735778809,1010.6906127929688,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,11.5,76.5,0.1874375,,,,{'rainfall': '2025-09'}
Kerala,11.5,77.0,0.18166667,,2.020095109939575,1011.1968994140625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,12.0,75.0,0.30650002,,1.9753472805023193,1010.8917846679688,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,12.0,75.5,0.36925003,,0.6285272836685181,1010.5889282226562,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,12.0,76.0,0.24869445,30.02947235107422,1.1453814506530762,1010.6885986328125,"{'rainfall': '2025-09', 'sst': '2026-03', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Kerala,12.0,76.5,0.16187501,,,,{'rainfall': '2025-09'}
Kerala,12.0,77.0,0.18580556,,2.2347097396850586,1010.8414916992188,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,15.0,72.0,0.37508333,,4.202617168426514,1011.92822265625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,15.0,72.5,0.37012503,,3.7987401485443115,1011.7128295898438,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,15.0,73.0,0.39325002,,3.3223490715026855,1011.5697631835938,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,15.0,73.5,0.41750002,,,,{'rainfall': '2025-09'}
Maharashtra,15.0,74.0,0.32650003,,2.150822877883911,1011.3894653320312,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,15.5,72.0,0.42787504,,4.183807849884033,1012.0311889648438,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,15.5,72.5,0.5235,,3.8409957885742188,1011.7368774414062,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,15.5,73.0,0.46416667,,3.439952850341797,1011.6919555664062,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,15.5,73.5,0.31668752,,,,{'rainfall': '2025-09'}
Maharashtra,15.5,74.0,0.32475,,1.6778446435928345,1011.2775268554688,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,16.0,72.0,0.40213892,29.131505966186523,4.244894027709961,1012.122802734375,"{'rainfall': '2025-09', 'sst': '2026-03', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,16.0,72.5,0.55516666,,3.9729809761047363,1011.71875,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,16.0,73.0,0.46058336,,3.6529924869537354,1011.8087768554688,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,16.0,73.5,0.44270837,,,,{'rainfall': '2025-09'}
Maharashtra,16.0,74.0,0.35947224,29.38909149169922,0.9108397364616394,1011.0601806640625,"{'rainfall': '2025-09', 'sst': '2026-03', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,16.5,72.0,0.45637503,,4.368858337402344,1012.1395874023438,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,16.5,72.5,0.48012504,,4.150149345397949,1011.857421875,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,16.5,73.0,0.44837502,,3.3974788188934326,1011.7507934570312,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,16.5,73.5,0.57162505,,,,{'rainfall': '2025-09'}
Maharashtra,16.5,74.0,0.38729167,,0.6364625096321106,1011.1737670898438,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,17.0,72.0,0.38230556,,4.3874006271362305,1012.1583862304688,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,17.0,72.5,0.4501667,,4.288124084472656,1012.0181884765625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,17.0,73.0,0.52247226,,2.7994439601898193,1011.5834350585938,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,17.0,73.5,0.59245837,,,,{'rainfall': '2025-09'}
Maharashtra,17.0,74.0,0.3945278,,0.5232176780700684,1011.3177490234375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,17.5,72.0,0.32804167,,4.378215312957764,1012.2090454101562,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,17.5,72.5,0.44200003,,4.3249382972717285,1012.11962890625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,17.5,73.0,0.58445835,,2.1530039310455322,1011.566162109375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,17.5,73.5,0.5986875,,,,{'rainfall': '2025-09'}
Maharashtra,17.5,74.0,0.41404167,,0.5399323105812073,1011.520751953125,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,18.0,72.0,0.40761113,28.36623191833496,4.330321311950684,1012.272216796875,"{'rainfall': '2025-09', 'sst': '2026-03', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,18.0,72.5,0.49066672,,4.205280780792236,1012.2581176757812,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,18.0,73.0,0.6376389,,1.6709978580474854,1011.5206909179688,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,18.0,73.5,0.65358335,,,,{'rainfall': '2025-09'}
Maharashtra,18.0,74.0,0.4679167,,0.5584002733230591,1011.762939453125,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,18.5,72.0,0.41862503,,4.225188255310059,1012.3493041992188,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,18.5,72.5,0.51031256,,3.9896962642669678,1012.3870849609375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,18.5,73.0,0.7447917,,1.3091269731521606,1011.6253662109375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,18.5,73.5,0.70337504,,,,{'rainfall': '2025-09'}
Maharashtra,18.5,74.0,0.5302917,,0.5107474327087402,1012.0513305664062,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,19.0,72.0,0.51808333,,4.057554721832275,1012.4671630859375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,19.0,72.5,0.5901667,,3.7133233547210693,1012.4539184570312,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,19.0,73.0,0.79463893,,1.0695737600326538,1011.748046875,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,19.0,73.5,0.7254167,,,,{'rainfall': '2025-09'}
Maharashtra,19.0,74.0,0.54955554,,0.3263290822505951,1012.0626831054688,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,19.5,72.0,0.4827917,,3.833418607711792,1012.60888671875,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,19.5,72.5,0.66481256,,3.408651351928711,1012.4625854492188,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,19.5,73.0,0.8447917,,1.1588623523712158,1011.8624267578125,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,19.5,73.5,0.73893756,,,,{'rainfall': '2025-09'}
Maharashtra,19.5,74.0,0.5595417,,0.29371222853660583,1012.0474243164062,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,20.0,72.0,0.42533335,27.60406494140625,3.3749842643737793,1012.736328125,"{'rainfall': '2025-09', 'sst': '2026-03', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,20.0,72.5,0.63558334,,3.180462598800659,1012.5289916992188,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,20.0,73.0,0.7724445,,1.3249138593673706,1012.0458374023438,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Maharashtra,20.0,73.5,0.6814584,,,,{'rainfall': '2025-09'}
Maharashtra,20.0,74.0,0.5011389,,0.5225343704223633,1012.0487670898438,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,19.0,84.0,0.31583336,,0.5874754786491394,1013.4015502929688,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,19.0,84.5,0.3035417,,0.7628561854362488,1013.7518920898438,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,19.0,85.0,0.23397224,,1.0484431982040405,1013.8357543945312,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,19.0,85.5,0.18975002,,1.14366614818573,1013.902587890625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,19.0,86.0,0.23786113,,1.6468274593353271,1014.0183715820312,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,19.0,86.5,0.30641666,,,,{'rainfall': '2025-09'}
Odisha Coast,19.0,87.0,0.36375,,2.077082395553589,1013.8411865234375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,19.5,84.0,0.32916668,,1.1407324075698853,1013.489013671875,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,19.5,84.5,0.29450002,,0.6860796213150024,1013.7399291992188,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,19.5,85.0,0.28116667,,0.7240623831748962,1013.730712890625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,19.5,85.5,0.23425001,,0.8459175825119019,1013.81689453125,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,19.5,86.0,0.31929168,,1.32756507396698,1014.1112670898438,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,19.5,86.5,0.40975,,,,{'rainfall': '2025-09'}
Odisha Coast,19.5,87.0,0.50370836,,1.6546649932861328,1013.8838500976562,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,20.0,84.0,0.39094445,,1.377606987953186,1013.8512573242188,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,20.0,84.5,0.35458335,,1.169928789138794,1013.80615234375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,20.0,85.0,0.3220278,,0.5915380716323853,1013.6688232421875,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,20.0,85.5,0.32104167,,0.4579627811908722,1013.74658203125,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,20.0,86.0,0.33333337,27.781936645507812,1.0333774089813232,1013.955322265625,"{'rainfall': '2025-09', 'sst': '2026-03', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,20.0,86.5,0.35525,,,,{'rainfall': '2025-09'}
Odisha Coast,20.0,87.0,0.39183336,,1.4161547422409058,1013.966552734375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,20.5,84.0,0.42612502,,1.353328824043274,1013.9996337890625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,20.5,84.5,0.3900625,,1.3014183044433594,1013.9371948242188,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,20.5,85.0,0.36687502,,0.9131307601928711,1013.73828125,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,20.5,85.5,0.341125,,0.5127972960472107,1013.72412109375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,20.5,86.0,0.3511667,,0.8720981478691101,1013.8604736328125,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,20.5,86.5,0.37962502,,,,{'rainfall': '2025-09'}
Odisha Coast,20.5,87.0,0.44308338,,1.3625292778015137,1014.018798828125,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,21.0,84.0,0.45225,,1.6009465456008911,1013.99072265625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,21.0,84.5,0.42045835,,1.3766324520111084,1013.86083984375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,21.0,85.0,0.41780555,,1.082555890083313,1013.7870483398438,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,21.0,85.5,0.4074167,,0.8352417349815369,1013.7972412109375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,21.0,86.0,0.4295278,,1.0049289464950562,1013.6641235351562,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,21.0,86.5,0.4446667,,,,{'rainfall': '2025-09'}
Odisha Coast,21.0,87.0,0.4785278,,1.3857077360153198,1014.1456298828125,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,21.5,84.0,0.5170417,,1.9289395809173584,1014.1218872070312,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,21.5,84.5,0.46887502,,1.7821764945983887,1014.0406494140625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,21.5,85.0,0.44470835,,1.4469794034957886,1013.8037719726562,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,21.5,85.5,0.43418753,,1.289667010307312,1013.8470458984375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,21.5,86.0,0.46970835,,1.2106579542160034,1013.884033203125,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,21.5,86.5,0.50037503,,,,{'rainfall': '2025-09'}
Odisha Coast,21.5,87.0,0.5045417,,1.439038872718811,1013.8961791992188,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,22.0,84.0,0.48483336,,1.9462480545043945,1014.1532592773438,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,22.0,84.5,0.425125,,1.926109790802002,1014.1281127929688,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,22.0,85.0,0.40347224,,1.7022552490234375,1014.1009521484375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,22.0,85.5,0.40058336,,1.5219660997390747,1013.8961181640625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,22.0,86.0,0.43444446,,1.2632619142532349,1014.2946166992188,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Odisha Coast,22.0,86.5,0.47333336,,,,{'rainfall': '2025-09'}
Odisha Coast,22.0,87.0,0.4423889,,1.7594865560531616,1013.8510131835938,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,8.0,78.0,0.04388889,29.675426483154297,6.085086822509766,1011.3072509765625,"{'rainfall': '2025-09', 'sst': '2026-03', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,8.0,78.5,0.014875001,,,,{'rainfall': '2025-09'}
Tamil Nadu,8.0,79.0,0.006805556,,6.339674949645996,1011.2628784179688,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,8.0,79.5,0.018333334,,6.077450752258301,1011.15771484375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,8.0,80.0,0.08838889,29.39631462097168,4.562219619750977,1011.0524291992188,"{'rainfall': '2025-09', 'sst': '2026-03', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,8.5,78.0,0.08291667,,4.64724588394165,1011.1400756835938,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,8.5,78.5,0.00925,,,,{'rainfall': '2025-09'}
Tamil Nadu,8.5,79.0,0.00875,,6.275639533996582,1011.4854125976562,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,8.5,79.5,0.010375001,,6.25142240524292,1011.3548583984375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,8.5,80.0,0.066583335,,4.845526695251465,1011.3043212890625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,9.0,78.0,0.11333333,,3.8726954460144043,1011.3080444335938,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,9.0,78.5,0.061708335,,,,{'rainfall': '2025-09'}
Tamil Nadu,9.0,79.0,0.028694443,,5.463188171386719,1011.5712280273438,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,9.0,79.5,0.033291668,,6.164607524871826,1011.5440063476562,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,9.0,80.0,0.07530556,,5.090007305145264,1011.5103759765625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,9.5,78.0,0.14420834,,3.370849132537842,1011.3121948242188,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,9.5,78.5,0.136875,,,,{'rainfall': '2025-09'}
Tamil Nadu,9.5,79.0,0.103125006,,4.584547996520996,1011.6278686523438,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,9.5,79.5,0.1358125,,5.823587894439697,1011.7286987304688,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,9.5,80.0,0.11820834,,5.714304447174072,1011.7034912109375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,10.0,78.0,0.16852778,,2.7532825469970703,1011.6358032226562,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,10.0,78.5,0.17116667,,,,{'rainfall': '2025-09'}
Tamil Nadu,10.0,79.0,0.16669446,,3.7884581089019775,1011.7594604492188,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,10.0,79.5,0.18700002,,4.909051418304443,1011.874267578125,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,10.0,80.0,0.22594446,29.20029067993164,5.7896037101745605,1011.901611328125,"{'rainfall': '2025-09', 'sst': '2026-03', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,10.5,78.0,0.18795834,,2.4722671508789062,1011.758544921875,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,10.5,78.5,0.22800002,,,,{'rainfall': '2025-09'}
Tamil Nadu,10.5,79.0,0.20600002,,3.382814645767212,1011.8419799804688,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,10.5,79.5,0.19725001,,4.0789055824279785,1012.0128173828125,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,10.5,80.0,0.26170835,,5.314682960510254,1012.062744140625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,11.0,78.0,0.22180557,,2.770007371902466,1011.6227416992188,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,11.0,78.5,0.25608334,,,,{'rainfall': '2025-09'}
Tamil Nadu,11.0,79.0,0.25619447,,3.3769071102142334,1011.8728637695312,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,11.0,79.5,0.25320834,,3.715174674987793,1012.17626953125,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,11.0,80.0,0.29261112,,4.918562412261963,1012.2320556640625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,11.5,78.0,0.24541669,,2.979562997817993,1011.483154296875,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,11.5,78.5,0.27962503,,,,{'rainfall': '2025-09'}
Tamil Nadu,11.5,79.0,0.29770836,,3.3586807250976562,1011.9957275390625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,11.5,79.5,0.27850002,,3.5611066818237305,1012.296875,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,11.5,80.0,0.198375,,4.7400665283203125,1012.4110107421875,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,12.0,78.0,0.25819445,,3.130061388015747,1011.4696655273438,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,12.0,78.5,0.29008335,,,,{'rainfall': '2025-09'}
Tamil Nadu,12.0,79.0,0.28988892,,3.202798843383789,1012.1375732421875,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,12.0,79.5,0.26075003,,3.308157444000244,1012.3827514648438,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,12.0,80.0,0.19686112,,4.413002967834473,1012.5603637695312,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
