datetime,region,latitude,longitude,sst,pressure,rainfall,wind_speed
2015-01-01,Andhra Pradesh,13.0,79.0,23.45,953.8,0.07,3.19
2015-02-01,Andhra Pradesh,13.0,79.0,25.53,953.3,0.05,3.33
2015-03-01,Andhra Pradesh,13.0,79.0,28.92,952.6,0.54,3.5
2015-04-01,Andhra Pradesh,13.0,79.0,30.46,950.1999999999999,2.84,3.28
2015-05-01,Andhra Pradesh,13.0,79.0,29.25,948.1999999999999,2.48,3.73
2015-06-01,Andhra Pradesh,13.0,79.0,27.55,946.8000000000001,2.81,5.33
2015-07-01,Andhra Pradesh,13.0,79.0,28.75,947.0,1.27,5.58
2015-08-01,Andhra Pradesh,13.0,79.0,27.66,947.9000000000001,3.68,4.49
2015-09-01,Andhra Pradesh,13.0,79.0,26.89,948.7,3.53,3.01
2015-10-01,Andhra Pradesh,13.0,79.0,24.52,951.7,3.84,2.44
2015-11-01,Andhra Pradesh,13.0,79.0,22.49,951.3,14.3,3.69
2015-12-01,Andhra Pradesh,13.0,79.0,20.9,954.2,1.58,3.09
2016-01-01,Andhra Pradesh,13.0,79.0,20.28,954.4,0.06,2.55
2016-02-01,Andhra Pradesh,13.0,79.0,24.49,953.7,0.0,2.91
2016-03-01,Andhra Pradesh,13.0,79.0,29.64,951.9,0.46,3.04
2016-04-01,Andhra Pradesh,13.0,79.0,34.45,949.2,0.05,3.72
2016-05-01,Andhra Pradesh,13.0,79.0,30.8,947.5,3.44,4.03
2016-06-01,Andhra Pradesh,13.0,79.0,26.66,946.5999999999999,4.82,5.06
2016-07-01,Andhra Pradesh,13.0,79.0,26.2,946.7,4.84,4.72
2016-08-01,Andhra Pradesh,13.0,79.0,26.62,946.7,1.33,4.71
2016-09-01,Andhra Pradesh,13.0,79.0,26.48,947.5,1.46,3.97
2016-10-01,Andhra Pradesh,13.0,79.0,27.28,949.3000000000001,0.86,2.26
2016-11-01,Andhra Pradesh,13.0,79.0,25.28,951.8000000000001,0.19,3.14
2016-12-01,Andhra Pradesh,13.0,79.0,22.18,952.3000000000001,2.64,3.41
2017-01-01,Andhra Pradesh,13.0,79.0,23.16,953.4000000000001,0.46,3.21
2017-02-01,Andhra Pradesh,13.0,79.0,25.12,953.5,0.0,3.16
2017-03-01,Andhra Pradesh,13.0,79.0,29.93,950.6999999999999,0.88,3.1
2017-04-01,Andhra Pradesh,13.0,79.0,34.28,948.7,0.38,3.2
2017-05-01,Andhra Pradesh,13.0,79.0,31.19,947.6,2.85,3.7
2017-06-01,Andhra Pradesh,13.0,79.0,27.94,946.5999999999999,2.52,5.16
2017-07-01,Andhra Pradesh,13.0,79.0,28.09,947.0,3.18,5.24
2017-08-01,Andhra Pradesh,13.0,79.0,25.94,946.5,6.13,3.64
2017-09-01,Andhra Pradesh,13.0,79.0,24.69,948.1,7.79,2.75
2017-10-01,Andhra Pradesh,13.0,79.0,23.87,948.8,7.61,2.42
2017-11-01,Andhra Pradesh,13.0,79.0,22.43,950.6999999999999,2.43,3.55
2017-12-01,Andhra Pradesh,13.0,79.0,20.49,953.0,0.57,3.16
2018-01-01,Andhra Pradesh,13.0,79.0,21.34,952.0999999999999,0.01,2.7
2018-02-01,Andhra Pradesh,13.0,79.0,23.75,953.0,0.34,2.87
2018-03-01,Andhra Pradesh,13.0,79.0,28.51,950.8,0.8,3.04
2018-04-01,Andhra Pradesh,13.0,79.0,32.7,949.0,0.67,3.36
2018-05-01,Andhra Pradesh,13.0,79.0,29.9,947.2,3.73,2.7
2018-06-01,Andhra Pradesh,13.0,79.0,27.4,946.1,2.15,5.22
2018-07-01,Andhra Pradesh,13.0,79.0,27.34,945.9000000000001,1.85,5.84
2018-08-01,Andhra Pradesh,13.0,79.0,27.4,946.5,1.67,6.0
2018-09-01,Andhra Pradesh,13.0,79.0,27.72,948.6,3.66,2.91
2018-10-01,Andhra Pradesh,13.0,79.0,25.58,950.9000000000001,2.34,2.92
2018-11-01,Andhra Pradesh,13.0,79.0,24.46,952.4,2.08,3.45
2018-12-01,Andhra Pradesh,13.0,79.0,23.94,952.9000000000001,0.31,3.33
2019-01-01,Andhra Pradesh,13.0,79.0,22.95,954.3000000000001,0.32,3.19
2019-02-01,Andhra Pradesh,13.0,79.0,27.74,953.1999999999999,0.33,3.32
2019-03-01,Andhra Pradesh,13.0,79.0,31.61,951.4,0.0,3.57
2019-04-01,Andhra Pradesh,13.0,79.0,33.05,949.4,0.75,3.49
2019-05-01,Andhra Pradesh,13.0,79.0,31.84,947.5,2.29,2.89
2019-06-01,Andhra Pradesh,13.0,79.0,29.62,946.1,1.99,4.22
2019-07-01,Andhra Pradesh,13.0,79.0,27.98,946.5,2.41,5.06
2019-08-01,Andhra Pradesh,13.0,79.0,26.36,946.9,5.37,5.44
2019-09-01,Andhra Pradesh,13.0,79.0,25.08,948.6,5.85,3.74
2019-10-01,Andhra Pradesh,13.0,79.0,24.12,950.6999999999999,5.44,2.49
2019-11-01,Andhra Pradesh,13.0,79.0,23.3,951.8000000000001,1.75,3.07
2019-12-01,Andhra Pradesh,13.0,79.0,22.61,953.3,0.99,3.5
2020-01-01,Andhra Pradesh,13.0,79.0,24.1,953.1999999999999,0.16,3.1
2020-02-01,Andhra Pradesh,13.0,79.0,26.39,953.5,0.0,3.57
2020-03-01,Andhra Pradesh,13.0,79.0,30.49,951.3,0.17,3.45
2020-04-01,Andhra Pradesh,13.0,79.0,31.66,950.5,1.88,3.43
2020-05-01,Andhra Pradesh,13.0,79.0,32.34,947.2,1.43,3.67
2020-06-01,Andhra Pradesh,13.0,79.0,28.41,946.0,4.66,4.34
2020-07-01,Andhra Pradesh,13.0,79.0,25.26,946.2,6.52,3.48
2020-08-01,Andhra Pradesh,13.0,79.0,25.2,946.4,4.07,4.21
2020-09-01,Andhra Pradesh,13.0,79.0,24.33,946.8000000000001,6.51,3.76
2020-10-01,Andhra Pradesh,13.0,79.0,24.01,947.6,4.21,2.93
2020-11-01,Andhra Pradesh,13.0,79.0,22.66,951.5999999999999,5.87,3.44
2020-12-01,Andhra Pradesh,13.0,79.0,20.74,952.6,2.07,3.54
2021-01-01,Andhra Pradesh,13.0,79.0,21.73,952.0999999999999,1.03,3.04
2021-02-01,Andhra Pradesh,13.0,79.0,22.59,952.6999999999999,0.68,3.19
2021-03-01,Andhra Pradesh,13.0,79.0,27.93,951.2,0.0,3.12
2021-04-01,Andhra Pradesh,13.0,79.0,31.0,949.5,1.76,2.87
2021-05-01,Andhra Pradesh,13.0,79.0,30.07,947.2,3.72,3.74
2021-06-01,Andhra Pradesh,13.0,79.0,27.37,947.0999999999999,2.31,4.75
2021-07-01,Andhra Pradesh,13.0,79.0,25.37,946.0,7.24,4.68
2021-08-01,Andhra Pradesh,13.0,79.0,25.43,947.2,4.22,3.99
2021-09-01,Andhra Pradesh,13.0,79.0,24.95,947.0,4.53,3.62
2021-10-01,Andhra Pradesh,13.0,79.0,24.47,948.7,4.89,2.34
2021-11-01,Andhra Pradesh,13.0,79.0,22.75,949.3000000000001,10.56,3.5
2021-12-01,Andhra Pradesh,13.0,79.0,20.79,953.4000000000001,0.95,2.99
2022-01-01,Andhra Pradesh,13.0,79.0,22.04,952.5,0.14,2.72
2022-02-01,Andhra Pradesh,13.0,79.0,23.8,951.7,0.0,3.01
2022-03-01,Andhra Pradesh,13.0,79.0,28.62,949.8000000000001,0.31,3.29
2022-04-01,Andhra Pradesh,13.0,79.0,31.53,948.7,1.08,3.23
2022-05-01,Andhra Pradesh,13.0,79.0,28.82,945.6,4.74,3.85
2022-06-01,Andhra Pradesh,13.0,79.0,26.88,946.1,4.94,3.7
2022-07-01,Andhra Pradesh,13.0,79.0,25.73,945.8,3.98,4.91
2022-08-01,Andhra Pradesh,13.0,79.0,25.23,945.8,10.49,4.04
2022-09-01,Andhra Pradesh,13.0,79.0,24.66,947.5,4.33,3.26
2022-10-01,Andhra Pradesh,13.0,79.0,23.57,949.5,5.32,2.97
2022-11-01,Andhra Pradesh,13.0,79.0,21.99,951.5,3.75,3.2
2022-12-01,Andhra Pradesh,13.0,79.0,21.51,951.4,4.03,3.57
2023-01-01,Andhra Pradesh,13.0,79.0,20.04,953.6,0.01,2.83
2023-02-01,Andhra Pradesh,13.0,79.0,23.52,952.9000000000001,0.01,2.99
2023-03-01,Andhra Pradesh,13.0,79.0,27.64,951.5,1.52,3.35
2023-04-01,Andhra Pradesh,13.0,79.0,31.24,949.5,0.78,3.25
2023-05-01,Andhra Pradesh,13.0,79.0,30.19,948.4000000000001,3.98,2.61
2023-06-01,Andhra Pradesh,13.0,79.0,28.71,946.7,3.74,4.39
2023-07-01,Andhra Pradesh,13.0,79.0,26.84,946.8000000000001,2.55,5.97
2023-08-01,Andhra Pradesh,13.0,79.0,28.54,948.1999999999999,2.66,3.58
2023-09-01,Andhra Pradesh,13.0,79.0,25.94,947.6,6.76,3.73
2023-10-01,Andhra Pradesh,13.0,79.0,25.24,951.4,1.71,2.57
2023-11-01,Andhra Pradesh,13.0,79.0,24.61,952.3000000000001,3.45,3.27
2023-12-01,Andhra Pradesh,13.0,79.0,23.06,952.6999999999999,1.79,3.92
2024-01-01,Andhra Pradesh,13.0,79.0,23.79,953.9,0.38,3.4
2024-02-01,Andhra Pradesh,13.0,79.0,27.09,954.0,0.0,3.58
2024-03-01,Andhra Pradesh,13.0,79.0,30.51,952.2,0.0,3.64
2024-04-01,Andhra Pradesh,13.0,79.0,33.5,949.0999999999999,0.0,3.82
2024-05-01,Andhra Pradesh,13.0,79.0,31.87,946.5,2.7,3.54
2024-06-01,Andhra Pradesh,13.0,79.0,26.89,946.8000000000001,5.0,4.98
2024-07-01,Andhra Pradesh,13.0,79.0,26.99,945.9000000000001,2.2,6.58
2024-08-01,Andhra Pradesh,13.0,79.0,26.18,947.6,7.07,3.7
2024-09-01,Andhra Pradesh,13.0,79.0,26.49,947.4,1.81,4.18
2024-10-01,Andhra Pradesh,13.0,79.0,25.07,949.5999999999999,7.26,2.27
2024-11-01,Andhra Pradesh,13.0,79.0,23.33,951.1,3.48,3.7
2024-12-01,Andhra Pradesh,13.0,79.0,22.78,951.3,4.54,3.69
2015-01-01,Andhra Pradesh,13.0,79.5,23.12,988.8,0.1,3.06
2015-02-01,Andhra Pradesh,13.0,79.5,25.85,988.1,0.04,3.17
2015-03-01,Andhra Pradesh,13.0,79.5,30.37,987.0,0.29,3.25
2015-04-01,Andhra Pradesh,13.0,79.5,31.65,984.3000000000001,2.87,3.48
2015-05-01,Andhra Pradesh,13.0,79.5,31.08,981.8000000000001,2.01,3.57
2015-06-01,Andhra Pradesh,13.0,79.5,29.7,980.4000000000001,2.72,4.32
2015-07-01,Andhra Pradesh,13.0,79.5,30.99,980.5,2.18,4.11
2015-08-01,Andhra Pradesh,13.0,79.5,28.93,981.5999999999999,4.96,3.34
2015-09-01,Andhra Pradesh,13.0,79.5,28.01,982.6,3.64,2.51
2015-10-01,Andhra Pradesh,13.0,79.5,26.13,985.8,4.42,2.3
2015-11-01,Andhra Pradesh,13.0,79.5,24.02,985.6,26.31,3.57
2015-12-01,Andhra Pradesh,13.0,79.5,22.29,988.8,5.37,3.0
2016-01-01,Andhra Pradesh,13.0,79.5,21.32,989.2,0.04,2.37
2016-02-01,Andhra Pradesh,13.0,79.5,24.92,988.3,0.0,2.5
2016-03-01,Andhra Pradesh,13.0,79.5,30.34,986.2,0.1,3.03
2016-04-01,Andhra Pradesh,13.0,79.5,34.97,983.1,0.0,4.0
2016-05-01,Andhra Pradesh,13.0,79.5,32.62,981.0,3.59,4.12
2016-06-01,Andhra Pradesh,13.0,79.5,28.73,980.1999999999999,4.83,4.04
2016-07-01,Andhra Pradesh,13.0,79.5,28.15,980.5,4.46,3.9
2016-08-01,Andhra Pradesh,13.0,79.5,28.69,980.3,1.49,3.74
2016-09-01,Andhra Pradesh,13.0,79.5,28.37,981.3,2.94,2.91
2016-10-01,Andhra Pradesh,13.0,79.5,28.71,983.3,0.72,2.28
2016-11-01,Andhra Pradesh,13.0,79.5,26.45,986.2,0.51,3.28
2016-12-01,Andhra Pradesh,13.0,79.5,23.07,986.9,4.74,3.38
2017-01-01,Andhra Pradesh,13.0,79.5,23.89,988.1999999999999,0.87,3.18
2017-02-01,Andhra Pradesh,13.0,79.5,25.81,988.1999999999999,0.0,2.97
2017-03-01,Andhra Pradesh,13.0,79.5,31.39,985.0,0.45,3.3
2017-04-01,Andhra Pradesh,13.0,79.5,35.39,982.5,0.13,3.5
2017-05-01,Andhra Pradesh,13.0,79.5,33.99,981.1,1.24,3.69
2017-06-01,Andhra Pradesh,13.0,79.5,30.84,980.1,2.59,4.09
2017-07-01,Andhra Pradesh,13.0,79.5,29.95,980.6,4.69,3.87
2017-08-01,Andhra Pradesh,13.0,79.5,27.46,980.1999999999999,6.47,2.86
2017-09-01,Andhra Pradesh,13.0,79.5,26.37,982.0,6.28,2.22
2017-10-01,Andhra Pradesh,13.0,79.5,25.71,982.8,6.93,2.33
2017-11-01,Andhra Pradesh,13.0,79.5,24.0,984.9,6.68,3.61
2017-12-01,Andhra Pradesh,13.0,79.5,21.99,987.6,0.78,3.24
2018-01-01,Andhra Pradesh,13.0,79.5,22.07,986.8000000000001,0.04,2.84
2018-02-01,Andhra Pradesh,13.0,79.5,24.55,987.6,0.49,2.71
2018-03-01,Andhra Pradesh,13.0,79.5,29.28,985.1,0.92,2.98
2018-04-01,Andhra Pradesh,13.0,79.5,34.05,983.0,0.22,3.62
2018-05-01,Andhra Pradesh,13.0,79.5,32.37,980.9000000000001,1.81,3.08
2018-06-01,Andhra Pradesh,13.0,79.5,30.15,979.5999999999999,2.45,4.21
2018-07-01,Andhra Pradesh,13.0,79.5,30.03,979.5,1.98,4.69
2018-08-01,Andhra Pradesh,13.0,79.5,29.73,980.0,2.54,4.63
2018-09-01,Andhra Pradesh,13.0,79.5,29.12,982.5,3.82,2.51
2018-10-01,Andhra Pradesh,13.0,79.5,26.63,985.1,3.58,2.85
2018-11-01,Andhra Pradesh,13.0,79.5,25.24,986.8000000000001,4.91,3.32
2018-12-01,Andhra Pradesh,13.0,79.5,23.86,987.6,0.85,3.31
2019-01-01,Andhra Pradesh,13.0,79.5,23.18,989.3000000000001,0.17,3.14
2019-02-01,Andhra Pradesh,13.0,79.5,28.84,987.6999999999999,0.06,3.33
2019-03-01,Andhra Pradesh,13.0,79.5,32.32,985.6999999999999,0.0,3.57
2019-04-01,Andhra Pradesh,13.0,79.5,34.45,983.3,0.18,3.68
2019-05-01,Andhra Pradesh,13.0,79.5,34.76,980.9000000000001,1.02,3.3
2019-06-01,Andhra Pradesh,13.0,79.5,32.42,979.5,2.18,3.49
2019-07-01,Andhra Pradesh,13.0,79.5,29.93,980.0,3.75,3.78
2019-08-01,Andhra Pradesh,13.0,79.5,28.15,980.6,6.35,4.11
2019-09-01,Andhra Pradesh,13.0,79.5,26.4,982.6,7.47,3.07
2019-10-01,Andhra Pradesh,13.0,79.5,25.59,984.9,6.05,2.26
2019-11-01,Andhra Pradesh,13.0,79.5,24.79,986.1,3.22,3.04
2019-12-01,Andhra Pradesh,13.0,79.5,23.29,988.0,2.62,3.41
2020-01-01,Andhra Pradesh,13.0,79.5,23.9,988.0,0.63,2.85
2020-02-01,Andhra Pradesh,13.0,79.5,26.38,988.3,0.01,3.24
2020-03-01,Andhra Pradesh,13.0,79.5,31.28,985.6,0.06,3.29
2020-04-01,Andhra Pradesh,13.0,79.5,32.99,984.5999999999999,1.73,3.44
2020-05-01,Andhra Pradesh,13.0,79.5,33.14,980.9000000000001,1.62,3.41
2020-06-01,Andhra Pradesh,13.0,79.5,31.29,979.5999999999999,2.98,3.44
2020-07-01,Andhra Pradesh,13.0,79.5,27.23,980.0,6.93,2.94
2020-08-01,Andhra Pradesh,13.0,79.5,27.11,980.1,4.19,3.25
2020-09-01,Andhra Pradesh,13.0,79.5,26.14,980.6999999999999,5.92,2.92
2020-10-01,Andhra Pradesh,13.0,79.5,25.77,981.5,4.12,2.61
2020-11-01,Andhra Pradesh,13.0,79.5,24.35,985.9000000000001,11.35,3.5
2020-12-01,Andhra Pradesh,13.0,79.5,22.22,987.2,4.78,3.6
2021-01-01,Andhra Pradesh,13.0,79.5,22.57,986.7,2.36,2.94
2021-02-01,Andhra Pradesh,13.0,79.5,22.67,987.5,0.76,3.04
2021-03-01,Andhra Pradesh,13.0,79.5,28.27,985.5,0.0,2.75
2021-04-01,Andhra Pradesh,13.0,79.5,32.7,983.4000000000001,1.13,2.88
2021-05-01,Andhra Pradesh,13.0,79.5,32.44,980.8,2.24,3.61
2021-06-01,Andhra Pradesh,13.0,79.5,30.14,980.6999999999999,2.37,4.01
2021-07-01,Andhra Pradesh,13.0,79.5,27.41,979.7,7.17,3.66
2021-08-01,Andhra Pradesh,13.0,79.5,27.32,980.9000000000001,4.64,3.32
2021-09-01,Andhra Pradesh,13.0,79.5,26.67,980.8,4.21,2.92
2021-10-01,Andhra Pradesh,13.0,79.5,26.01,982.6999999999999,5.08,2.21
2021-11-01,Andhra Pradesh,13.0,79.5,24.28,983.5,18.59,3.44
2021-12-01,Andhra Pradesh,13.0,79.5,22.25,988.0,2.44,3.06
2022-01-01,Andhra Pradesh,13.0,79.5,22.91,987.2,0.43,2.71
2022-02-01,Andhra Pradesh,13.0,79.5,23.83,986.4,0.01,2.84
2022-03-01,Andhra Pradesh,13.0,79.5,29.35,983.9,0.19,3.13
2022-04-01,Andhra Pradesh,13.0,79.5,33.26,982.6999999999999,0.3,3.25
2022-05-01,Andhra Pradesh,13.0,79.5,31.0,979.0,3.23,3.48
2022-06-01,Andhra Pradesh,13.0,79.5,29.45,979.7,4.63,2.96
2022-07-01,Andhra Pradesh,13.0,79.5,28.07,979.4,3.66,3.91
2022-08-01,Andhra Pradesh,13.0,79.5,27.34,979.5,6.19,3.28
2022-09-01,Andhra Pradesh,13.0,79.5,26.74,981.3,3.24,2.67
2022-10-01,Andhra Pradesh,13.0,79.5,25.39,983.6,5.05,2.8
2022-11-01,Andhra Pradesh,13.0,79.5,23.64,985.9000000000001,7.2,3.26
2022-12-01,Andhra Pradesh,13.0,79.5,23.05,985.8,5.65,3.57
2023-01-01,Andhra Pradesh,13.0,79.5,21.52,988.3,0.05,2.85
2023-02-01,Andhra Pradesh,13.0,79.5,24.69,987.5,0.03,2.82
2023-03-01,Andhra Pradesh,13.0,79.5,28.74,985.9000000000001,1.75,3.2
2023-04-01,Andhra Pradesh,13.0,79.5,32.5,983.5,0.57,3.22
2023-05-01,Andhra Pradesh,13.0,79.5,32.17,982.0,2.98,2.73
2023-06-01,Andhra Pradesh,13.0,79.5,30.7,980.1999999999999,4.37,3.52
2023-07-01,Andhra Pradesh,13.0,79.5,28.76,980.4000000000001,2.97,4.49
2023-08-01,Andhra Pradesh,13.0,79.5,29.84,981.9,4.39,2.78
2023-09-01,Andhra Pradesh,13.0,79.5,27.27,981.4,7.86,2.97
2023-10-01,Andhra Pradesh,13.0,79.5,26.59,985.5,1.6,2.39
2023-11-01,Andhra Pradesh,13.0,79.5,25.5,986.5999999999999,7.31,3.12
2023-12-01,Andhra Pradesh,13.0,79.5,23.4,987.2,5.95,3.94
2024-01-01,Andhra Pradesh,13.0,79.5,23.39,988.7,1.12,3.03
2024-02-01,Andhra Pradesh,13.0,79.5,26.6,988.7,0.0,3.15
2024-03-01,Andhra Pradesh,13.0,79.5,30.88,986.5,0.0,3.38
2024-04-01,Andhra Pradesh,13.0,79.5,34.7,983.0,0.0,3.63
2024-05-01,Andhra Pradesh,13.0,79.5,34.12,980.0,1.59,3.53
2024-06-01,Andhra Pradesh,13.0,79.5,29.05,980.4000000000001,5.53,3.95
2024-07-01,Andhra Pradesh,13.0,79.5,28.76,979.5,3.55,5.0
2024-08-01,Andhra Pradesh,13.0,79.5,27.7,981.4,7.3,2.98
2024-09-01,Andhra Pradesh,13.0,79.5,27.96,981.1,2.62,3.28
2024-10-01,Andhra Pradesh,13.0,79.5,26.74,983.6,7.67,2.03
2024-11-01,Andhra Pradesh,13.0,79.5,24.59,985.3,8.26,3.91
2024-12-01,Andhra Pradesh,13.0,79.5,23.93,985.6999999999999,6.9,3.77
2015-01-01,Andhra Pradesh,13.0,80.0,24.37,1008.7,0.13,3.65
2015-02-01,Andhra Pradesh,13.0,80.0,26.47,1008.0,0.01,3.65
2015-03-01,Andhra Pradesh,13.0,80.0,30.69,1006.9,0.08,3.65
2015-04-01,Andhra Pradesh,13.0,80.0,31.68,1004.0,2.79,4.3
2015-05-01,Andhra Pradesh,13.0,80.0,31.33,1001.2,1.47,4.47
2015-06-01,Andhra Pradesh,13.0,80.0,30.72,999.7,2.06,4.85
2015-07-01,Andhra Pradesh,13.0,80.0,31.7,999.9,3.07,4.12
2015-08-01,Andhra Pradesh,13.0,80.0,29.55,1001.1,5.08,3.52
2015-09-01,Andhra Pradesh,13.0,80.0,29.07,1002.2,3.44,2.99
2015-10-01,Andhra Pradesh,13.0,80.0,28.36,1005.3,4.51,2.89
2015-11-01,Andhra Pradesh,13.0,80.0,26.28,1005.1,33.04,4.49
2015-12-01,Andhra Pradesh,13.0,80.0,24.88,1008.4000000000001,8.93,3.91
2016-01-01,Andhra Pradesh,13.0,80.0,24.34,1009.0,0.04,2.97
2016-02-01,Andhra Pradesh,13.0,80.0,27.31,1008.1,0.0,3.1
2016-03-01,Andhra Pradesh,13.0,80.0,31.12,1006.0,0.01,3.91
2016-04-01,Andhra Pradesh,13.0,80.0,33.96,1002.8,0.0,5.06
2016-05-01,Andhra Pradesh,13.0,80.0,32.46,1000.4000000000001,4.76,4.85
2016-06-01,Andhra Pradesh,13.0,80.0,29.59,999.5,4.16,4.14
2016-07-01,Andhra Pradesh,13.0,80.0,29.29,999.9,3.04,4.36
2016-08-01,Andhra Pradesh,13.0,80.0,30.0,999.7,1.98,4.09
2016-09-01,Andhra Pradesh,13.0,80.0,29.34,1000.6999999999999,4.59,3.17
2016-10-01,Andhra Pradesh,13.0,80.0,29.45,1002.9000000000001,0.71,2.95
2016-11-01,Andhra Pradesh,13.0,80.0,27.74,1005.9000000000001,0.8,4.03
2016-12-01,Andhra Pradesh,13.0,80.0,25.0,1006.5999999999999,6.38,4.26
2017-01-01,Andhra Pradesh,13.0,80.0,25.59,1008.1,0.86,3.97
2017-02-01,Andhra Pradesh,13.0,80.0,26.94,1008.1999999999999,0.0,3.33
2017-03-01,Andhra Pradesh,13.0,80.0,31.49,1004.8000000000001,0.21,4.1
2017-04-01,Andhra Pradesh,13.0,80.0,33.75,1002.2,0.05,4.67
2017-05-01,Andhra Pradesh,13.0,80.0,34.05,1000.4000000000001,0.45,4.35
2017-06-01,Andhra Pradesh,13.0,80.0,31.67,999.5,2.46,4.33
2017-07-01,Andhra Pradesh,13.0,80.0,30.44,999.9,5.02,3.8
2017-08-01,Andhra Pradesh,13.0,80.0,28.75,999.5999999999999,7.15,3.35
2017-09-01,Andhra Pradesh,13.0,80.0,28.04,1001.5,5.99,2.83
2017-10-01,Andhra Pradesh,13.0,80.0,27.69,1002.3000000000001,7.3,2.91
2017-11-01,Andhra Pradesh,13.0,80.0,26.07,1004.3000000000001,12.05,4.66
2017-12-01,Andhra Pradesh,13.0,80.0,24.42,1007.3000000000001,0.75,4.16
2018-01-01,Andhra Pradesh,13.0,80.0,23.96,1006.7,0.09,3.63
2018-02-01,Andhra Pradesh,13.0,80.0,26.03,1007.5,0.3,3.15
2018-03-01,Andhra Pradesh,13.0,80.0,29.74,1004.9,0.69,3.37
2018-04-01,Andhra Pradesh,13.0,80.0,33.46,1002.6999999999999,0.05,4.44
2018-05-01,Andhra Pradesh,13.0,80.0,32.83,1000.4000000000001,0.67,4.35
2018-06-01,Andhra Pradesh,13.0,80.0,31.13,998.9,2.13,4.24
2018-07-01,Andhra Pradesh,13.0,80.0,30.66,998.8,2.21,4.78
2018-08-01,Andhra Pradesh,13.0,80.0,30.1,999.4,4.1,4.2
2018-09-01,Andhra Pradesh,13.0,80.0,29.59,1002.0,3.62,3.17
2018-10-01,Andhra Pradesh,13.0,80.0,28.03,1004.5999999999999,4.86,3.51
2018-11-01,Andhra Pradesh,13.0,80.0,26.9,1006.4,6.76,4.13
2018-12-01,Andhra Pradesh,13.0,80.0,25.16,1007.4,1.8,4.36
2019-01-01,Andhra Pradesh,13.0,80.0,24.64,1009.3000000000001,0.04,3.91
2019-02-01,Andhra Pradesh,13.0,80.0,28.75,1007.6999999999999,0.06,3.95
2019-03-01,Andhra Pradesh,13.0,80.0,31.88,1005.6,0.01,4.18
2019-04-01,Andhra Pradesh,13.0,80.0,33.72,1003.0,0.06,4.32
2019-05-01,Andhra Pradesh,13.0,80.0,33.49,1000.4000000000001,0.39,4.73
2019-06-01,Andhra Pradesh,13.0,80.0,32.64,998.9,2.1,4.24
2019-07-01,Andhra Pradesh,13.0,80.0,30.2,999.5,4.76,4.0
2019-08-01,Andhra Pradesh,13.0,80.0,28.77,1000.0,6.38,4.38
2019-09-01,Andhra Pradesh,13.0,80.0,27.78,1002.0999999999999,8.24,3.85
2019-10-01,Andhra Pradesh,13.0,80.0,27.44,1004.5,7.64,2.89
2019-11-01,Andhra Pradesh,13.0,80.0,26.84,1005.6,5.38,3.72
2019-12-01,Andhra Pradesh,13.0,80.0,25.27,1007.6999999999999,4.39,4.29
2020-01-01,Andhra Pradesh,13.0,80.0,25.24,1007.9000000000001,1.05,3.35
2020-02-01,Andhra Pradesh,13.0,80.0,27.21,1008.1999999999999,0.01,3.79
2020-03-01,Andhra Pradesh,13.0,80.0,31.24,1005.6,0.02,3.64
2020-04-01,Andhra Pradesh,13.0,80.0,32.82,1004.3000000000001,1.56,3.95
2020-05-01,Andhra Pradesh,13.0,80.0,32.43,1000.3,2.94,3.94
2020-06-01,Andhra Pradesh,13.0,80.0,31.48,999.0,2.38,3.78
2020-07-01,Andhra Pradesh,13.0,80.0,28.85,999.4,6.28,3.65
2020-08-01,Andhra Pradesh,13.0,80.0,28.49,999.5,3.89,3.56
2020-09-01,Andhra Pradesh,13.0,80.0,27.97,1000.1999999999999,5.92,3.54
2020-10-01,Andhra Pradesh,13.0,80.0,27.66,1000.9000000000001,4.86,3.05
2020-11-01,Andhra Pradesh,13.0,80.0,26.48,1005.4000000000001,15.36,4.48
2020-12-01,Andhra Pradesh,13.0,80.0,24.58,1006.8000000000001,6.89,4.58
2021-01-01,Andhra Pradesh,13.0,80.0,24.72,1006.3,3.93,3.69
2021-02-01,Andhra Pradesh,13.0,80.0,24.75,1007.2,0.85,3.56
2021-03-01,Andhra Pradesh,13.0,80.0,28.99,1005.1999999999999,0.0,2.86
2021-04-01,Andhra Pradesh,13.0,80.0,32.4,1003.1,0.82,3.55
2021-05-01,Andhra Pradesh,13.0,80.0,32.54,1000.3,1.7,4.35
2021-06-01,Andhra Pradesh,13.0,80.0,31.0,1000.0,2.43,4.27
2021-07-01,Andhra Pradesh,13.0,80.0,28.98,999.0999999999999,6.76,4.17
2021-08-01,Andhra Pradesh,13.0,80.0,28.82,1000.3,4.35,3.79
2021-09-01,Andhra Pradesh,13.0,80.0,28.13,1000.1999999999999,3.87,3.59
2021-10-01,Andhra Pradesh,13.0,80.0,27.9,1002.0999999999999,6.11,2.84
2021-11-01,Andhra Pradesh,13.0,80.0,26.29,1002.9000000000001,25.47,4.39
2021-12-01,Andhra Pradesh,13.0,80.0,24.78,1007.6,4.23,4.02
2022-01-01,Andhra Pradesh,13.0,80.0,25.11,1007.0,1.03,3.53
2022-02-01,Andhra Pradesh,13.0,80.0,25.86,1006.2,0.02,3.44
2022-03-01,Andhra Pradesh,13.0,80.0,29.78,1003.5,0.09,3.71
2022-04-01,Andhra Pradesh,13.0,80.0,32.78,1002.4,0.08,3.76
